,pw,x1
217,7,8
218,7,9
219,7,10
220,7,11
221,7,12
222,7,13
223,7,14
224,7,15
225,7,16
226,7,17
227,7,18
228,7,19
229,7,20
230,7,21
231,7,22
232,7,23
233,7,24
234,7,25
235,7,26
236,7,27
237,7,28
238,7,29
239,7,30
240,7,31
241,7,32
242,7,33
243,7,34
244,7,35
245,8,1
246,8,2
247,8,3
248,8,4
249,8,5
250,8,6
251,8,7
252,8,8
253,8,9
254,8,10
255,8,11
256,8,12
257,8,13
258,8,14
259,8,15
260,8,16
261,8,17
262,8,18
263,8,19
264,8,20
265,8,21
266,8,22
267,8,23
268,8,24
269,8,25
270,8,26
271,8,27
272,8,28
273,8,29
274,8,30
275,8,31
276,8,32
277,8,33
278,8,34
279,8,35
280,9,1
281,9,2
282,9,3
283,9,4
284,9,5
285,9,6
286,9,7
287,9,8
288,9,9
289,9,10
290,9,11
291,9,12
292,9,13
293,9,14
294,9,15
295,9,16
296,9,17
297,9,18
298,9,19
299,9,20
300,9,21
301,9,22
302,9,23
303,9,24
304,9,25
305,9,26
306,9,27
307,9,28
308,9,29
309,9,30
310,9,31
311,9,32
312,9,33
313,9,34
314,9,35
315,10,1
316,10,2
317,10,3
318,10,4
319,10,5
320,10,6
321,10,7
322,10,8
323,10,9
324,10,10
325,10,11
326,10,12
327,10,13
328,10,14
329,10,15
330,10,16
331,10,17
332,10,18
333,10,19
334,10,20
335,10,21
336,10,22
337,10,23
338,10,24
339,10,25
340,10,26
341,10,27
342,10,28
343,10,29
344,10,30
345,10,31
346,10,32
347,10,33
348,10,34
349,10,35
350,11,1
351,11,2
352,11,3
353,11,4
354,11,5
355,11,6
356,11,7
357,11,8
358,11,9
359,11,10
360,11,11
361,11,12
362,11,13
363,11,14
364,11,15
365,11,16
366,11,17
367,11,18
368,11,19
369,11,20
370,11,21
371,11,22
372,11,23
373,11,24
374,11,25
375,11,26
376,11,27
377,11,28
378,11,29
379,11,30
380,11,31
381,11,32
382,11,33
383,11,34
384,11,35
385,12,1
386,12,2
387,12,3
388,12,4
389,12,5
390,12,6
391,12,7
392,12,8
393,12,9
394,12,10
395,12,11
396,12,12
397,12,13
398,12,14
399,12,15
400,12,16
401,12,17
402,12,18
403,12,19
404,12,20
405,12,21
406,12,22
407,12,23
408,12,24
409,12,25
410,12,26
411,12,27
412,12,28
413,12,29
414,12,30
415,12,31
416,12,32
417,12,33
418,12,34
419,12,35
420,13,1
421,13,2
422,13,3
423,13,4
424,13,5
425,13,6
426,13,7
427,13,8
428,13,9
429,13,10
430,13,11
431,13,12
432,13,13
433,13,14
434,13,15
435,13,16
436,13,17
437,13,18
438,13,19
439,13,20
440,13,21
441,13,22
442,13,23
443,13,24
444,13,25
445,13,26
446,13,27
447,13,28
448,13,29
449,13,30
450,13,31
451,13,32
452,13,33
453,13,34
454,13,35
455,14,1
456,14,2
457,14,3
458,14,4
459,14,5
460,14,6
461,14,7
462,14,8
463,14,9
464,14,10
465,14,11
466,14,12
467,14,13
468,14,14
469,14,15
470,14,16
471,14,17
472,14,18
473,14,19
474,14,20
475,14,21
476,14,22
477,14,23
478,14,24
479,14,25
480,14,26
481,14,27
482,14,28
483,14,29
484,14,30
485,14,31
486,14,32
487,14,33
488,14,34
489,14,35
490,15,1
491,15,2
492,15,3
493,15,4
494,15,5
495,15,6
496,15,7
497,15,8
498,15,9
499,15,10
500,15,11
501,15,12
502,15,13
503,15,14
504,15,15
505,15,16
506,15,17
507,15,18
508,15,19
509,15,20
510,15,21
511,15,22
512,15,23
513,15,24
514,15,25
515,15,26
516,15,27
517,15,28
518,15,29
519,15,30
520,15,31
521,15,32
522,15,33
523,15,34
524,15,35
525,16,1
526,16,2
527,16,3
528,16,4
529,16,5
530,16,6
531,16,7
532,16,8
533,16,9
534,16,10
535,16,11
536,16,12
537,16,13
538,16,14
539,16,15
540,16,16
541,16,17
542,16,18
543,16,19
544,16,20
545,16,21
546,16,22
547,16,23
548,16,24
549,16,25
550,16,26
551,16,27
552,16,28
553,16,29
554,16,30
555,16,31
556,16,32
557,16,33
558,16,34
559,16,35
560,17,1
561,17,2
562,17,3
563,17,4
564,17,5
565,17,6
566,17,7
567,17,8
568,17,9
569,17,10
570,17,11
571,17,12
572,17,13
573,17,14
574,17,15
575,17,16
576,17,17
577,17,18
578,17,19
579,17,20
580,17,21
581,17,22
582,17,23
583,17,24
584,17,25
585,17,26
586,17,27
587,17,28
588,17,29
589,17,30
590,17,31
591,17,32
592,17,33
593,17,34
594,17,35
595,18,1
596,18,2
597,18,3
598,18,4
599,18,5
600,18,6
601,18,7
602,18,8
603,18,9
604,18,10
605,18,11
606,18,12
607,18,13
608,18,14
609,18,15
610,18,16
611,18,17
612,18,18
613,18,19
614,18,20
615,18,21
616,18,22
617,18,23
618,18,24
619,18,25
620,18,26
621,18,27
622,18,28
623,18,29
624,18,30
625,18,31
626,18,32
627,18,33
628,18,34
629,18,35
630,19,1
631,19,2
632,19,3
633,19,4
634,19,5
635,19,6
636,19,7
637,19,8
638,19,9
639,19,10
640,19,11
641,19,12
642,19,13
643,19,14
644,19,15
645,19,16
646,19,17
647,19,18
648,19,19
649,19,20
650,19,21
651,19,22
652,19,23
653,19,24
654,19,25
655,19,26
656,19,27
657,19,28
658,19,29
659,19,30
660,19,31
661,19,32
662,19,33
663,19,34
664,19,35
665,20,1
666,20,2
667,20,3
668,20,4
669,20,5
670,20,6
671,20,7
672,20,8
673,20,9
674,20,10
675,20,11
676,20,12
677,20,13
678,20,14
679,20,15
680,20,16
681,20,17
682,20,18
683,20,19
684,20,20
685,20,21
686,20,22
687,20,23
688,20,24
689,20,25
690,20,26
691,20,27
692,20,28
693,20,29
694,20,30
695,20,31
696,20,32
697,20,33
698,20,34
699,20,35
700,21,1
701,21,2
702,21,3
703,21,4
704,21,5
705,21,6
706,21,7
707,21,8
708,21,9
709,21,10
710,21,11
711,21,12
712,21,13
713,21,14
714,21,15
715,21,16
716,21,17
717,21,18
718,21,19
719,21,20
720,21,21
721,21,22
722,21,23
723,21,24
724,21,25
725,21,26
726,21,27
727,21,28
728,21,29
729,21,30
730,21,31
731,21,32
732,21,33
733,21,34
734,21,35
735,22,1
736,22,2
737,22,3
738,22,4
739,22,5
740,22,6
741,22,7
742,22,8
743,22,9
744,22,10
745,22,11
746,22,12
747,22,13
748,22,14
749,22,15
750,22,16
751,22,17
752,22,18
753,22,19
754,22,20
755,22,21
756,22,22
757,22,23
758,22,24
759,22,25
760,22,26
761,22,27
762,22,28
763,22,29
764,22,30
765,22,31
766,22,32
767,22,33
768,22,34
769,22,35
770,23,1
771,23,2
772,23,3
773,23,4
774,23,5
775,23,6
776,23,7
777,23,8
778,23,9
779,23,10
780,23,11
781,23,12
782,23,13
783,23,14
784,23,15
785,23,16
786,23,17
787,23,18
788,23,19
789,23,20
790,23,21
791,23,22
792,23,23
793,23,24
794,23,25
795,23,26
796,23,27
797,23,28
798,23,29
799,23,30
800,23,31
801,23,32
802,23,33
803,23,34
804,23,35
805,24,1
806,24,2
807,24,3
808,24,4
809,24,5
810,24,6
811,24,7
812,24,8
813,24,9
814,24,10
815,24,11
816,24,12
817,24,13
818,24,14
819,24,15
820,24,16
821,24,17
822,24,18
823,24,19
824,24,20
825,24,21
826,24,22
827,24,23
828,24,24
829,24,25
830,24,26
831,24,27
832,24,28
833,24,29
834,24,30
835,24,31
836,24,32
837,24,33
838,24,34
839,24,35
840,25,1
841,25,2
842,25,3
843,25,4
844,25,5
845,25,6
846,25,7
847,25,8
848,25,9
849,25,10
850,25,11
851,25,12
852,25,13
853,25,14
854,25,15
855,25,16
856,25,17
857,25,18
858,25,19
859,25,20
860,25,21
861,25,22
862,25,23
863,25,24
864,25,25
865,25,26
866,25,27
867,25,28
868,25,29
869,25,30
870,25,31
871,25,32
872,25,33
873,25,34
874,25,35
875,26,1
876,26,2
877,26,3
878,26,4
879,26,5
880,26,6
881,26,7
882,26,8
883,26,9
884,26,10
885,26,11
886,26,12
887,26,13
888,26,14
889,26,15
890,26,16
891,26,17
892,26,18
893,26,19
894,26,20
895,26,21
896,26,22
897,26,23
898,26,24
899,26,25
900,26,26
901,26,27
902,26,28
903,26,29
904,26,30
905,26,31
906,26,32
907,26,33
908,26,34
909,26,35
910,27,1
911,27,2
912,27,3
913,27,4
914,27,5
915,27,6
916,27,7
917,27,8
918,27,9
919,27,10
920,27,11
921,27,12
922,27,13
923,27,14
924,27,15
925,27,16
926,27,17
927,27,18
928,27,19
929,27,20
930,27,21
931,27,22
932,27,23
933,27,24
934,27,25
935,27,26
936,27,27
937,27,28
938,27,29
939,27,30
940,27,31
941,27,32
942,27,33
943,27,34
944,27,35
945,28,1
946,28,2
947,28,3
948,28,4
949,28,5
950,28,6
951,28,7
952,28,8
953,28,9
954,28,10
955,28,11
956,28,12
957,28,13
958,28,14
959,28,15
960,28,16
961,28,17
962,28,18
963,28,19
964,28,20
965,28,21
966,28,22
967,28,23
968,28,24
969,28,25
970,28,26
971,28,27
972,28,28
973,28,29
974,28,30
975,28,31
976,28,32
977,28,33
978,28,34
979,28,35
980,29,1
981,29,2
982,29,3
983,29,4
984,29,5
985,29,6
986,29,7
987,29,8
988,29,9
989,29,10
990,29,11
991,29,12
992,29,13
993,29,14
994,29,15
995,29,16
996,29,17
997,29,18
998,29,19
999,29,20
1000,29,21
1001,29,22
1002,29,23
1003,29,24
1004,29,25
1005,29,26
1006,29,27
1007,29,28
1008,29,29
1009,29,30
1010,29,31
1011,29,32
1012,29,33
1013,29,34
1014,29,35
1015,30,1
1016,30,2
1017,30,3
1018,30,4
1019,30,5
1020,30,6
1021,30,7
1022,30,8
1023,30,9
1024,30,10
1025,30,11
1026,30,12
1027,30,13
1028,30,14
1029,30,15
1030,30,16
1031,30,17
1032,30,18
1033,30,19
1034,30,20
1035,30,21
1036,30,22
1037,30,23
1038,30,24
1039,30,25
1040,30,26
1041,30,27
1042,30,28
1043,30,29
1044,30,30
1045,30,31
1046,30,32
1047,30,33
1048,30,34
1049,30,35
1050,31,1
1051,31,2
1052,31,3
1053,31,4
1054,31,5
1055,31,6
1056,31,7
1057,31,8
1058,31,9
1059,31,10
1060,31,11
1061,31,12
1062,31,13
1063,31,14
1064,31,15
1065,31,16
1066,31,17
1067,31,18
1068,31,19
1069,31,20
1070,31,21
1071,31,22
1072,31,23
1073,31,24
1074,31,25
1075,31,26
1076,31,27
1077,31,28
1078,31,29
1079,31,30
1080,31,31
1081,31,32
1082,31,33
1083,31,34
1084,31,35
1085,32,1
1086,32,2
1087,32,3
1088,32,4
1089,32,5
1090,32,6
1091,32,7
1092,32,8
1093,32,9
1094,32,10
1095,32,11
1096,32,12
1097,32,13
1098,32,14
1099,32,15
1100,32,16
1101,32,17
1102,32,18
1103,32,19
1104,32,20
1105,32,21
1106,32,22
1107,32,23
1108,32,24
1109,32,25
1110,32,26
1111,32,27
1112,32,28
1113,32,29
1114,32,30
1115,32,31
1116,32,32
1117,32,33
1118,32,34
1119,32,35
